Order Date,ONDC Order ID,Restaurant Name,Restaurant ID,Locality,Order Status,Order Total,Copay,Copay Amount,Net Bill Value,Total Container Charge,Total GST,Commission %,GST on commission %,TCS,TDS,GF Platform Fee,GST on GF Platform Fee,Self Delivery Charges,Delivery Discount,Total Payable to Merchant
2025-03-03T19:45:40.313Z,GF5806189820,DILLI DARBAR,GFFBRTDI1726752040,Itpl back gate,Completed,237.70000000000002,,0,137,10,7.36,8,18%,0,0.147,19.02,3.42,0,0,124.41
2025-03-04T07:08:54.612Z,GF1183471568,DILLI DARBAR,GFFBRTDI1726752040,"AB Vajpayee Road,  Kadugodi",Completed,245.20000000000002,,0,167,10,8.86,8,18%,0,0.177,19.62,3.53,0,0,153.68
2025-03-04T07:12:53.235Z,GF1550593523,DILLI DARBAR,GFFBRTDI1726752040,Upkar layout whitefield,Completed,317.35999999999996,,0,205,40,13.02,8,18%,0,0.245,25.39,4.57,0,0,214.8
2025-03-04T07:23:10.560Z,GF1225021690,DILLI DARBAR,GFFBRTDI1726752040,Whitefield,Completed,195.2,,0,107,10,5.86,8,18%,0,0.117,15.62,2.81,0,0,98.46
2025-03-04T07:36:12.740Z,GF3140934926,DILLI DARBAR,GFFBRTDI1726752040,Garudachar Palya,Completed,245.2,,0,107,10,5.86,8,18%,0,0.117,19.62,3.53,0,0,93.74
2025-03-04T07:38:09.172Z,GF2625009229,DILLI DARBAR,GFFBRTDI1726752040,Hoodi Metro station,Completed,308.20000000000005,,0,167,10,8.86,8,18%,0,0.177,24.66,4.44,0,0,147.73
2025-03-04T07:50:25.930Z,GF1713849919,DILLI DARBAR,GFFBRTDI1726752040,7th cross road,Completed,251.5,,0,173,10,9.16,8,18%,0,0.183,20.12,3.62,0,0,159.08
2025-03-04T07:57:32.333Z,GF2426062247,DILLI DARBAR,GFFBRTDI1726752040,Medahalli,Completed,311.58000000000004,,0,169,35,10.24,8,18%,0,0.20400000000000001,24.93,4.49,0,0,174.38
2025-03-04T07:58:13.230Z,GF1634938875,DILLI DARBAR,GFFBRTDI1726752040,Prashant Extension,Completed,213.70000000000002,,0,137,10,7.36,8,18%,0,0.147,17.1,3.08,0,0,126.68
2025-03-04T08:03:18.462Z,GF5162350270,DILLI DARBAR,GFFBRTDI1726752040,Prashanth layout,Completed,188.5,,0,113,10,6.16,8,18%,0,0.123,15.08,2.71,0,0,105.08
2025-03-04T08:20:36.665Z,GF3225029145,DILLI DARBAR,GFFBRTDI1726752040,Ambedkar nagar,Completed,187.46,,0,107,15,6.12,8,18%,0,0.122,15.0,2.7,0,0,104.18
2025-03-04T08:28:37.156Z,GF2710004262,DILLI DARBAR,GFFBRTDI1726752040,Whitefield,Completed,352.5,,0,233,10,12.16,8,18%,0,0.243,28.2,5.08,0,0,209.48
2025-03-04T09:41:53.395Z,GF2248868871,DILLI DARBAR,GFFBRTDI1726752040,Kadugodi,Completed,454.35999999999996,,0,310,30,17.02,8,18%,0,0.34,36.35,6.54,0,0,296.77
2025-03-04T10:51:40.410Z,GF3659685920,DILLI DARBAR,GFFBRTDI1726752040,Hoodi,Completed,390.73999999999995,,0,222,45,13.399999999999999,8,18%,0,0.267,31.26,5.63,0,0,229.85
2025-03-04T11:07:42.470Z,GF6079733079,DILLI DARBAR,GFFBRTDI1726752040,"EDGA ROAD, Varthur",Completed,301.03999999999996,,0,154,40,9.7,8,18%,0,0.194,24.08,4.33,0,0,165.39
2025-03-04T11:19:20.611Z,GF1032226025,DILLI DARBAR,GFFBRTDI1726752040,"Maithri Layout, Hopefarm",Completed,257.82,,0,159,30,9.48,8,18%,0,0.189,20.63,3.71,0,0,164.47
2025-03-04T12:22:08.108Z,GF2790393303,DILLI DARBAR,GFFBRTDI1726752040,Ecc road,Completed,182.2,,0,107,10,5.86,8,18%,0,0.117,14.58,2.62,0,0,99.68
2025-03-04T13:52:57.596Z,GF6151365010,DILLI DARBAR,GFFBRTDI1726752040,"Whitefield, Bengaluru",Completed,232.6,,0,155,10,8.26,8,18%,0,0.165,18.61,3.35,0,0,142.88
2025-03-04T14:20:38.204Z,GF2861790010,DILLI DARBAR,GFFBRTDI1726752040,Opposite to Sri Sai Paradise,Completed,671.5,,0,543,40,29.16,8,18%,0,0.583,53.72,9.67,0,0,519.03
2025-03-04T14:34:00.671Z,GF1157745407,DILLI DARBAR,GFFBRTDI1726752040,Near Marriott,Completed,270.20000000000005,,0,167,10,8.86,8,18%,0,0.177,21.62,3.89,0,0,151.32
2025-03-04T14:52:28.311Z,GF4170475881,DILLI DARBAR,GFFBRTDI1726752040,vijay nagar whitefield,Completed,368.06,,0,274,20,14.72,8,18%,0,0.294,29.44,5.3,0,0,258.96
2025-03-04T14:54:56.010Z,GF9374319019,DILLI DARBAR,GFFBRTDI1726752040,Channasandra,Completed,182.2,,0,107,10,5.86,8,18%,0,0.117,14.58,2.62,0,0,99.68
2025-03-04T15:10:31.966Z,GF6825054343,DILLI DARBAR,GFFBRTDI1726752040,Prashant Extension,Completed,232.6,,0,155,10,8.26,8,18%,0,0.165,18.61,3.35,0,0,142.88
2025-03-04T15:13:32.242Z,GF5739845074,DILLI DARBAR,GFFBRTDI1726752040,"Vijaynagar, Whitefield",Completed,254.66,,0,176,10,9.32,8,18%,0,0.186,20.37,3.67,0,0,161.77
2025-03-04T15:14:28.098Z,GF2149443089,DILLI DARBAR,GFFBRTDI1726752040,Kadugodi,Completed,244.56,,0,149,15,8.22,8,18%,0,0.164,19.56,3.52,0,0,140.75
2025-03-04T15:37:19.043Z,GF3112858154,DILLI DARBAR,GFFBRTDI1726752040,Near hoodi metro station,Completed,370.56,,0,184,40,11.22,8,18%,0,0.224,29.64,5.34,0,0,188.8
2025-03-04T15:59:48.680Z,GF3650846701,DILLI DARBAR,GFFBRTDI1726752040,Kadugodi tree park,Completed,213.70000000000002,,0,137,10,7.36,8,18%,0,0.147,17.1,3.08,0,0,126.68
2025-03-04T16:01:54.923Z,GF1112425782,DILLI DARBAR,GFFBRTDI1726752040,Channma layout,Completed,289.9,,0,161,10,8.56,8,18%,0,0.171,23.19,4.17,0,0,143.46
2025-03-04T16:20:55.241Z,GF6540576939,DILLI DARBAR,GFFBRTDI1726752040,Maithri Layout,Completed,777.58,,0,644,40,34.239999999999995,8,18%,0,0.684,62.21,11.2,0,0,609.91
2025-03-04T16:34:42.231Z,GF7621940029,DILLI DARBAR,GFFBRTDI1726752040,Near hello kids school,Completed,336.56,,0,244,20,13.22,8,18%,0,0.264,26.92,4.85,0,0,231.96
2025-03-04T17:07:52.588Z,GF3034799207,DILLI DARBAR,GFFBRTDI1726752040,"Spice garden layout, Marathahalli",Completed,322.26,,0,158,20,8.92,8,18%,0,0.178,25.78,4.64,0,0,147.4
2025-03-04T17:10:34.088Z,GF4115848098,DILLI DARBAR,GFFBRTDI1726752040,"D Silva Layout, Happy Valley ,",Completed,449.96,,0,352,20,18.619999999999997,8,18%,0,0.372,36.0,6.48,0,0,329.15
2025-03-04T17:26:40.903Z,GF1136529624,DILLI DARBAR,GFFBRTDI1726752040,"ECC Road, Whitefield",Completed,258.20000000000005,,0,167,10,8.86,8,18%,0,0.177,20.66,3.72,0,0,152.45
2025-03-04T18:07:50.231Z,GF2812930694,DILLI DARBAR,GFFBRTDI1726752040,Seegahalli,Completed,419.06,,0,274,20,14.72,8,18%,0,0.294,33.52,6.03,0,0,254.15
2025-03-04T19:10:01.479Z,GF3361090869,DILLI DARBAR,GFFBRTDI1726752040,"Whitefield, Bangalore, 560067",Completed,355.85999999999996,,0,260,10,13.52,8,18%,0,0.27,28.47,5.12,0,0,236.14
2025-03-04T20:04:22.764Z,GF1839180360,DILLI DARBAR,GFFBRTDI1726752040,VSR layout,Completed,258.20000000000005,,0,167,10,8.86,8,18%,0,0.177,20.66,3.72,0,0,152.45
2025-03-04T21:07:30.335Z,GF1070294537,DILLI DARBAR,GFFBRTDI1726752040,Beside friends coliving pg,Completed,182.60000000000002,,0,95,10,5.26,8,18%,0,0.105,14.61,2.63,0,0,87.66
2025-03-05T05:39:26.982Z,GF2006955442,DILLI DARBAR,GFFBRTDI1726752040,Whitefield Bangalore,Completed,256.78,,0,153,35,9.44,8,18%,0,0.188,20.54,3.7,0,0,163.57
2025-03-05T06:38:58.287Z,GF1193389299,DILLI DARBAR,GFFBRTDI1726752040,Pattandur agrahara near stanza living tampico,Completed,219.36,,0,125,15,7.02,8,18%,0,0.14,17.55,3.16,0,0,119.15
2025-03-05T06:40:21.799Z,GF8154845030,DILLI DARBAR,GFFBRTDI1726752040,Near Indian gas gow down,Completed,206.36,,0,125,15,7.02,8,18%,0,0.14,16.51,2.97,0,0,120.38
2025-03-05T07:50:29.539Z,GF5078997117,DILLI DARBAR,GFFBRTDI1726752040,Channasandra,Completed,268.32,,0,184,15,9.98,8,18%,0,0.199,21.47,3.86,0,0,173.47
2025-03-05T08:06:00.874Z,GF3095098980,DILLI DARBAR,GFFBRTDI1726752040,Behind mylari bakery,Completed,230.70000000000002,,0,107,20,6.36,8,18%,0,0.127,18.46,3.32,0,0,105.09
2025-03-05T08:36:52.641Z,GF9334655943,DILLI DARBAR,GFFBRTDI1726752040,"Nirbhaya Ladies pg, near HopeFarm",Completed,213.70000000000002,,0,137,10,7.36,8,18%,0,0.147,17.1,3.08,0,0,126.68
2025-03-05T09:00:33.365Z,GF6963157088,DILLI DARBAR,GFFBRTDI1726752040,Ecc Road,Completed,257.82,,0,154,35,9.48,8,18%,0,0.189,20.63,3.71,0,0,164.47
2025-03-05T09:18:13.273Z,GF4296599901,DILLI DARBAR,GFFBRTDI1726752040,42/1 WhiteRose Layout,Completed,169.60000000000002,,0,95,10,5.26,8,18%,0,0.105,13.57,2.44,0,0,88.88
2025-03-05T10:49:29.805Z,GF9757286620,DILLI DARBAR,GFFBRTDI1726752040,Whiterose layout,Completed,245.20000000000002,,0,167,10,8.86,8,18%,0,0.177,19.62,3.53,0,0,153.68
2025-03-05T11:01:46.095Z,GF1765520835,DILLI DARBAR,GFFBRTDI1726752040,Pattandur agrahar,Completed,199.4,,0,101,20,6.06,8,18%,0,0.121,15.95,2.87,0,0,102.06
2025-03-05T12:01:54.190Z,GF1077905453,DILLI DARBAR,GFFBRTDI1726752040,Near Marriott,Completed,184.10000000000002,,0,95,0,4.76,8,18%,0,0.095,14.73,2.65,0,0,77.53
2025-03-05T12:10:02.123Z,GF4625867042,DILLI DARBAR,GFFBRTDI1726752040,"Garudacharpalya, Mahadevapura",Completed,251.9,,0,101,10,5.56,8,18%,0,0.111,20.15,3.63,0,0,87.11
2025-03-05T12:55:43.030Z,GF1052372829,DILLI DARBAR,GFFBRTDI1726752040,Whitefield,Completed,305.06,,0,214,20,11.72,8,18%,0,0.234,24.4,4.39,0,0,204.97
2025-03-05T13:28:02.576Z,GF5928989800,DILLI DARBAR,GFFBRTDI1726752040,"Kadugodi, 560066",Completed,182.2,,0,107,10,5.86,8,18%,0,0.117,14.58,2.62,0,0,99.68
2025-03-05T13:41:03.757Z,GF7718768615,DILLI DARBAR,GFFBRTDI1726752040,Floor1,Completed,182.2,,0,107,10,5.86,8,18%,0,0.117,14.58,2.62,0,0,99.68
2025-03-05T14:04:37.711Z,GF7674355263,DILLI DARBAR,GFFBRTDI1726752040,"Opp DSR,near zudio",Completed,187.46,,0,107,15,6.12,8,18%,0,0.122,15.0,2.7,0,0,104.18
2025-03-05T14:13:58.005Z,GF2357605080,DILLI DARBAR,GFFBRTDI1726752040,Near DSR bangalore,Completed,371.2,,0,287,10,14.86,8,18%,0,0.297,29.7,5.35,0,0,261.66
2025-03-05T14:37:36.877Z,GF9807267174,DILLI DARBAR,GFFBRTDI1726752040,Whitefield,Completed,222.12,,0,140,15,7.779999999999999,8,18%,0,0.155,17.77,3.2,0,0,133.88
2025-03-05T15:14:21.162Z,GF7300808933,DILLI DARBAR,GFFBRTDI1726752040,Kadugodi,Completed,233.66,,0,146,20,8.32,8,18%,0,0.166,18.69,3.36,0,0,143.78
2025-03-05T15:34:14.352Z,GF5170039924,DILLI DARBAR,GFFBRTDI1726752040,"AECS Layout - C Block, Marathahalli",Completed,308.20000000000005,,0,167,10,8.86,8,18%,0,0.177,24.66,4.44,0,0,147.73
2025-03-05T15:59:20.042Z,GF8574940907,DILLI DARBAR,GFFBRTDI1726752040,7th cross road,Completed,188.5,,0,113,10,6.16,8,18%,0,0.123,15.08,2.71,0,0,105.08
2025-03-05T16:02:04.312Z,GF7814897896,DILLI DARBAR,GFFBRTDI1726752040,Opposite to Sri Sai Paradise,Completed,522.4,,0,411,30,22.06,8,18%,0,0.441,41.79,7.52,0,0,391.24
2025-03-05T16:12:24.149Z,GF1872503744,DILLI DARBAR,GFFBRTDI1726752040,Kumbara street,Completed,258.20000000000005,,0,167,10,8.86,8,18%,0,0.177,20.66,3.72,0,0,152.45
2025-03-05T16:34:29.513Z,GF9486318869,DILLI DARBAR,GFFBRTDI1726752040,Ambedkar Nagar,Completed,211.6,,0,125,20,7.26,8,18%,0,0.145,16.93,3.05,0,0,124.88
2025-03-05T16:39:44.238Z,GF3979865743,DILLI DARBAR,GFFBRTDI1726752040,Near hello kids school,Completed,509.82,,0,399,30,21.48,8,18%,0,0.429,40.79,7.34,0,0,380.44
2025-03-05T16:49:34.487Z,GF2181345096,DILLI DARBAR,GFFBRTDI1726752040,"Garudacharpalya, Mahadevapura",Completed,293.9,,0,131,20,7.56,8,18%,0,0.151,23.51,4.23,0,0,123.1
2025-03-05T16:52:16.912Z,GF8615838811,DILLI DARBAR,GFFBRTDI1726752040,Whitefield,Completed,251.5,,0,173,10,9.16,8,18%,0,0.183,20.12,3.62,0,0,159.08
2025-03-05T16:58:48.360Z,GF7554615076,DILLI DARBAR,GFFBRTDI1726752040,Upkar layout whitefield,Completed,284.06,,0,184,30,10.72,8,18%,0,0.214,22.72,4.09,0,0,186.97
2025-03-05T16:59:29.667Z,GF4402438554,DILLI DARBAR,GFFBRTDI1726752040,"D Silva Layout, Happy Valley ,",Completed,393.26,,0,298,20,15.919999999999998,8,18%,0,0.318,31.46,5.66,0,0,280.56
2025-03-05T17:42:09.348Z,GF4336610553,DILLI DARBAR,GFFBRTDI1726752040,Happy valley,Completed,195.2,,0,107,10,5.86,8,18%,0,0.117,15.62,2.81,0,0,98.46
2025-03-05T17:45:23.408Z,GF8290852898,DILLI DARBAR,GFFBRTDI1726752040,Whitefield,Completed,279.20000000000005,,0,177,20,9.86,8,18%,0,0.197,22.34,4.02,0,0,170.45
2025-03-05T17:53:09.455Z,GF1111314315,DILLI DARBAR,GFFBRTDI1726752040,ECC Road,Completed,258.20000000000005,,0,167,10,8.86,8,18%,0,0.177,20.66,3.72,0,0,152.45
2025-03-05T18:36:43.360Z,GF9044445644,DILLI DARBAR,GFFBRTDI1726752040,Pattandur agrahara main road,Completed,432.97999999999996,,0,282,50,16.64,8,18%,0,0.332,34.64,6.23,0,0,290.79
2025-03-05T19:02:13.529Z,GF1016032844,DILLI DARBAR,GFFBRTDI1726752040,Seegahalli,Completed,475.73999999999995,,0,318,30,17.4,8,18%,0,0.34800000000000003,38.06,6.85,0,0,302.74
2025-03-06T05:56:37.042Z,GF2923219181,DILLI DARBAR,GFFBRTDI1726752040,"Kadugodi, Whitefield",Completed,248.36,,0,160,20,9.02,8,18%,0,0.18,19.87,3.58,0,0,156.37
2025-03-06T06:17:32.007Z,GF6941469265,DILLI DARBAR,GFFBRTDI1726752040,Near ofarm metro,Completed,182.2,,0,107,10,5.86,8,18%,0,0.117,14.58,2.62,0,0,99.68
2025-03-06T06:33:27.789Z,GF4887268051,DILLI DARBAR,GFFBRTDI1726752040,Chansandra,Completed,326.06,,0,214,40,12.72,8,18%,0,0.254,26.08,4.7,0,0,222.97
2025-03-06T06:37:31.280Z,GF5806563903,DILLI DARBAR,GFFBRTDI1726752040,Hoodi Metro station,Completed,308.20000000000005,,0,167,10,8.86,8,18%,0,0.177,24.66,4.44,0,0,147.73
2025-03-06T06:45:45.183Z,GF4452850122,DILLI DARBAR,GFFBRTDI1726752040,Pattandur agrahara near stanza living tampico,Completed,280.26,,0,178,20,9.92,8,18%,0,0.198,22.42,4.04,0,0,171.35
